"","Time","niHR","RR"
"109",41.88,170.454545454544,352.000000000004
"110",42.272,153.061224489798,391.999999999996
"111",42.648,159.574468085104,376.000000000005
"112",43.004,168.539325842699,355.999999999995
"113",43.412,147.058823529411,408.000000000001
"114",43.772,166.666666666667,359.999999999999
"115",44.128,168.539325842696,356.000000000002
"116",44.492,164.835164835166,363.999999999997
"117",44.876,156.25,384
"118",45.24,164.835164835163,364.000000000004
"119",45.608,163.043478260872,367.999999999995
"120",46.008,149.999999999998,400.000000000006
"121",47.116,168.539325842696,356.000000000002
"122",48.26,161.290322580645,372
"123",48.584,185.185185185182,324.000000000005
"124",48.96,159.574468085107,375.999999999998
"125",49.376,144.23076923077,415.999999999997
"126",49.82,135.135135135134,444.000000000003
"127",50.144,185.185185185186,323.999999999998
"128",50.508,164.835164835163,364.000000000004
"129",50.892,156.25,384
"130",51.24,172.413793103449,347.999999999999
"131",51.604,164.835164835166,363.999999999997
"132",51.988,156.25,384
"133",52.352,164.835164835166,363.999999999997
"134",52.736,156.25,384
"135",53.104,163.043478260869,368.000000000002
"136",53.456,170.454545454544,352.000000000004
"137",53.847,153.452685421996,390.999999999998
"138",54.223,159.574468085107,375.999999999998
"139",54.584,166.204986149583,361.000000000004
"140",54.984,150.000000000001,399.999999999999
"141",55.34,168.539325842696,356.000000000002
"142",55.788,133.928571428573,447.999999999993
"143",56.476,159.574468085107,375.999999999998
"144",56.868,153.061224489795,392.000000000003
"145",57.212,174.418604651162,344.000000000001
"146",57.564,170.454545454547,351.999999999997
"147",57.956,153.061224489795,392.000000000003
"148",58.324,163.043478260872,367.999999999995
"149",58.724,150.000000000001,399.999999999999
"150",59.088,164.835164835163,364.000000000004
"151",59.472,156.25,384
"152",59.868,151.515151515151,396.000000000001
"153",60.236,163.043478260872,367.999999999995
"154",60.628,153.061224489795,392.000000000003
"155",61.084,131.57894736842,456.000000000003
"156",61.472,154.639175257733,387.999999999998
"157",61.852,157.894736842107,379.999999999995
"158",62.256,148.514851485147,404.000000000003
"159",62.652,151.515151515151,396.000000000001
"160",63.04,154.639175257733,387.999999999998
"161",63.416,159.574468085107,375.999999999998
"162",63.792,159.574468085104,376.000000000005
"163",64.2,147.058823529411,408.000000000001
"164",64.632,138.888888888888,432.000000000002
"165",64.992,166.666666666667,359.999999999999
"166",65.364,161.290322580645,372
"167",65.752,154.639175257736,387.999999999991
"168",66.14,154.63917525773,388.000000000005
"169",66.532,153.061224489798,391.999999999996
"170",66.956,141.509433962262,424.000000000007
"171",67.34,156.25,384
"172",67.736,151.515151515151,396.000000000001
"173",68.104,163.043478260872,367.999999999995
"174",68.5,151.515151515151,396.000000000001
"175",68.896,151.515151515151,396.000000000001
"176",69.292,151.515151515151,396.000000000001
"177",69.696,148.51485148515,403.999999999996
"178",70.096,149.999999999998,400.000000000006
"179",70.48,156.25,384
"180",70.872,153.061224489798,391.999999999996
"181",71.26,154.63917525773,388.000000000005
"182",71.672,145.631067961168,411.999999999992
"183",72.076,148.51485148515,403.999999999996
"184",72.5,141.509433962262,424.000000000007
"185",72.904,148.51485148515,403.999999999996
"186",73.276,161.290322580645,372
"187",73.66,156.25,384
"188",74.06,149.999999999998,400.000000000006
"189",74.452,153.061224489798,391.999999999996
"190",74.856,148.51485148515,403.999999999996
"191",75.216,166.666666666667,359.999999999999
"192",75.616,149.999999999998,400.000000000006
"193",76.012,151.515151515151,396.000000000001
"194",76.388,159.574468085104,376.000000000005
"195",76.816,140.186915887851,427.999999999997
"196",77.172,168.539325842699,355.999999999995
"197",77.532,166.666666666667,359.999999999999
"198",77.9,163.043478260865,368.000000000009
"199",78.284,156.25,384
"200",78.668,156.25,384
"201",79.064,151.515151515157,395.999999999987
"202",79.408,174.418604651159,344.000000000008
"203",79.772,164.835164835163,364.000000000004
"204",80.168,151.515151515151,396.000000000001
"205",81.256,151.515151515151,396.000000000001
"206",81.604,172.413793103449,347.999999999999
"207",81.996,153.061224489798,391.999999999996
"208",82.356,166.666666666667,359.999999999999
"209",82.704,172.413793103449,347.999999999999
"210",83.088,156.25,384
"211",83.468,157.894736842101,380.00000000001
"212",83.816,172.413793103449,347.999999999999
"213",84.228,145.631067961168,411.999999999992
"214",84.616,154.63917525773,388.000000000005
"215",85.008,153.061224489798,391.999999999996
"216",85.364,168.539325842692,356.000000000009
"217",85.728,164.835164835169,363.99999999999
"218",86.076,172.413793103449,347.999999999999
"219",86.44,164.835164835163,364.000000000004
"220",86.82,157.894736842107,379.999999999995
"221",87.168,172.413793103442,348.000000000013
"222",87.536,163.043478260872,367.999999999995
"223",87.912,159.574468085104,376.000000000005
"224",88.276,164.835164835169,363.99999999999
"225",88.648,161.290322580645,372
"226",89.012,164.835164835163,364.000000000004
"227",89.392,157.894736842107,379.999999999995
"228",89.752,166.666666666667,359.999999999999
"229",90.104,170.454545454544,352.000000000004
"230",90.472,163.043478260872,367.999999999995
"231",90.836,164.835164835163,364.000000000004
"232",91.204,163.043478260872,367.999999999995
"233",91.588,156.25,384
"234",91.936,172.413793103442,348.000000000013
"235",92.372,137.614678899085,435.999999999993
"236",92.688,189.873417721517,316.000000000003
"237",93.036,172.413793103449,347.999999999999
"238",93.404,163.043478260872,367.999999999995
"239",93.792,154.63917525773,388.000000000005
"240",94.156,164.835164835163,364.000000000004
"241",94.536,157.894736842107,379.999999999995
"242",94.92,156.25,384
"243",95.268,172.413793103449,347.999999999999
"244",95.644,159.574468085104,376.000000000005
"245",95.976,180.722891566269,331.999999999994
"246",96.404,140.186915887851,427.999999999997
"247",96.784,157.894736842101,380.00000000001
"248",97.152,163.043478260872,367.999999999995
"249",97.536,156.25,384
"250",97.888,170.454545454544,352.000000000004
"251",98.232,174.418604651166,343.999999999994
"252",98.624,153.061224489798,391.999999999996
"253",98.992,163.043478260865,368.000000000009
"254",99.352,166.666666666667,359.999999999999
"255",99.716,164.835164835169,363.99999999999
"256",100.124,147.058823529411,408.000000000001
"257",100.516,153.061224489792,392.00000000001
"258",100.884,163.043478260872,367.999999999995
"259",101.236,170.454545454544,352.000000000004
"260",101.612,159.57446808511,375.999999999991
"261",102.012,149.999999999998,400.000000000006
"262",102.372,166.666666666667,359.999999999999
"263",102.724,170.454545454544,352.000000000004
"264",103.12,151.515151515151,396.000000000001
"265",103.5,157.894736842107,379.999999999995
"266",103.864,164.835164835163,364.000000000004
"267",104.24,159.57446808511,375.999999999991
"268",104.64,149.999999999998,400.000000000006
"269",105.044,148.51485148515,403.999999999996
"270",105.424,157.894736842101,380.00000000001
"271",105.796,161.290322580645,372
"272",106.176,157.894736842107,379.999999999995
"273",106.588,145.631067961168,411.999999999992
"274",106.972,156.25,384
"275",107.348,159.574468085104,376.000000000005
"276",107.748,149.999999999998,400.000000000006
"277",108.132,156.25,384
"278",108.588,131.578947368424,455.999999999989
"279",108.988,149.999999999998,400.000000000006
"280",109.368,157.894736842107,379.999999999995
"281",109.76,153.061224489792,392.00000000001
"282",110.168,147.058823529411,408.000000000001
"283",110.548,157.894736842107,379.999999999995
"284",110.912,164.835164835163,364.000000000004
"285",111.296,156.25,384
"286",111.704,147.058823529416,407.999999999987
"287",112.068,164.835164835163,364.000000000004
"288",112.464,151.515151515151,396.000000000001
"289",112.852,154.63917525773,388.000000000005
"290",113.216,164.835164835169,363.99999999999
"291",113.584,163.043478260865,368.000000000009
"292",113.968,156.25,384
"293",114.388,142.857142857142,420.000000000002
"294",114.716,182.926829268299,327.999999999989
"295",115.096,157.894736842101,380.00000000001
"296",115.472,159.57446808511,375.999999999991
"297",115.828,168.539325842692,356.000000000009
"298",116.204,159.57446808511,375.999999999991
"299",116.6,151.515151515151,396.000000000001
"300",116.939,176.991150442479,338.999999999999
"301",117.308,162.601626016254,369.000000000014
"302",117.7,153.061224489798,391.999999999996
"303",118.051,170.940170940171,350.999999999999
"304",118.435,156.25,384
"305",118.808,160.857908847183,373.000000000005
"306",119.159,170.940170940171,350.999999999999
"307",119.544,155.84415584416,384.999999999991
"308",119.976,138.888888888888,432.000000000002
"309",120.332,168.539325842699,355.999999999995
"310",121.46,161.290322580645,372
"311",121.808,172.413793103442,348.000000000013
"312",122.176,163.043478260872,367.999999999995
"313",122.548,161.290322580645,372
"314",122.9,170.454545454544,352.000000000004
"315",123.268,163.043478260872,367.999999999995
"316",123.656,154.63917525773,388.000000000005
"317",124.016,166.666666666667,359.999999999999
"318",124.416,150.000000000003,399.999999999991
"319",124.8,156.25,384
"320",125.12,187.499999999996,320.000000000007
"321",125.512,153.061224489798,391.999999999996
"322",125.864,170.454545454544,352.000000000004
"323",126.212,172.413793103449,347.999999999999
"324",126.592,157.894736842107,379.999999999995
"325",126.968,159.574468085104,376.000000000005
"326",127.336,163.043478260872,367.999999999995
"327",127.728,153.061224489798,391.999999999996
"328",128.076,172.413793103449,347.999999999999
"329",128.436,166.66666666666,360.000000000014
"330",128.832,151.515151515157,395.999999999987
"331",129.184,170.454545454544,352.000000000004
"332",129.54,168.539325842699,355.999999999995
"333",129.936,151.515151515146,396.000000000015
"334",130.284,172.413793103456,347.999999999985
"335",130.676,153.061224489798,391.999999999996
"336",131.052,159.574468085104,376.000000000005
"337",131.44,154.63917525773,388.000000000005
"338",131.852,145.631067961163,412.000000000006
"339",132.212,166.666666666674,359.999999999985
"340",132.584,161.290322580639,372.000000000014
"341",132.988,148.51485148515,403.999999999996
"342",133.364,159.574468085104,376.000000000005
"343",133.752,154.63917525773,388.000000000005
"344",134.124,161.290322580651,371.999999999986
"345",134.48,168.539325842699,355.999999999995
"346",134.86,157.894736842095,380.000000000024
"347",135.26,150.000000000009,399.999999999977
"348",135.624,164.835164835163,364.000000000004
"349",135.988,164.835164835163,364.000000000004
"350",136.396,147.058823529416,407.999999999987
"351",136.752,168.539325842686,356.000000000023
"352",137.1,172.413793103456,347.999999999985
"353",137.476,159.574468085104,376.000000000005
"354",137.868,153.061224489798,391.999999999996
"355",138.236,163.043478260872,367.999999999995
"356",138.584,172.413793103442,348.000000000013
"357",138.984,149.999999999998,400.000000000006
"358",139.344,166.666666666674,359.999999999985
"359",139.7,168.539325842699,355.999999999995
"360",140.1,149.999999999998,400.000000000006
"361",140.472,161.290322580639,372.000000000014
"362",140.84,163.043478260872,367.999999999995
"363",141.188,172.413793103456,347.999999999985
"364",141.58,153.061224489786,392.000000000024
"365",141.976,151.515151515157,395.999999999987
"366",142.356,157.894736842107,379.999999999995
"367",142.776,142.857142857137,420.000000000016
"368",143.168,153.061224489798,391.999999999996
"369",143.544,159.574468085104,376.000000000005
"370",143.892,172.413793103456,347.999999999985
"371",144.272,157.894736842107,379.999999999995
"372",144.652,157.894736842107,379.999999999995
"373",145.012,166.66666666666,360.000000000014
"374",145.396,156.250000000006,383.999999999986
"375",145.744,172.413793103442,348.000000000013
"376",146.1,168.539325842699,355.999999999995
"377",146.528,140.186915887851,427.999999999997
"378",147.944,166.666666666674,359.999999999985
"379",148.324,157.894736842095,380.000000000024
"380",148.708,156.250000000006,383.999999999986
"381",149.044,178.571428571422,336.000000000013
"382",149.404,166.666666666674,359.999999999985
"383",149.792,154.63917525773,388.000000000005
"384",150.148,168.539325842699,355.999999999995
"385",150.496,172.413793103442,348.000000000013
"386",150.884,154.639175257741,387.999999999977
"387",151.24,168.539325842686,356.000000000023
"388",151.632,153.061224489798,391.999999999996
"389",151.984,170.454545454544,352.000000000004
"390",152.336,170.454545454544,352.000000000004
"391",152.708,161.290322580651,371.999999999986
"392",153.08,161.290322580639,372.000000000014
"393",153.432,170.454545454557,351.999999999975
"394",153.8,163.043478260859,368.000000000023
"395",154.176,159.574468085116,375.999999999976
"396",154.544,163.043478260859,368.000000000023
"397",154.968,141.509433962271,423.999999999978
"398",155.36,153.061224489786,392.000000000024
"399",155.736,159.574468085116,375.999999999976
"400",156.12,156.249999999994,384.000000000015
"401",156.48,166.666666666674,359.999999999985
"402",156.868,154.63917525773,388.000000000005
"403",157.244,159.574468085104,376.000000000005
"404",157.616,161.290322580639,372.000000000014
"405",158.004,154.639175257741,387.999999999977
"406",158.38,159.574468085104,376.000000000005
"407",158.752,161.290322580639,372.000000000014
"408",159.128,159.574468085116,375.999999999976
"409",159.52,153.061224489786,392.000000000024
"410",159.892,161.290322580651,371.999999999986
"411",160.268,159.574468085104,376.000000000005
"412",160.64,161.290322580651,371.999999999986
"413",161.052,145.631067961163,412.000000000006
"414",161.42,163.043478260872,367.999999999995
"415",161.8,157.894736842095,380.000000000024
"416",162.2,150.000000000009,399.999999999977
"417",162.612,145.631067961163,412.000000000006
"418",162.984,161.290322580639,372.000000000014
"419",163.368,156.250000000006,383.999999999986
"420",163.768,149.999999999998,400.000000000006
"421",164.156,154.63917525773,388.000000000005
"422",164.512,168.539325842699,355.999999999995
"423",164.876,164.835164835163,364.000000000004
"424",165.272,151.515151515157,395.999999999987
"425",165.664,153.061224489798,391.999999999996
"426",166.072,147.058823529406,408.000000000015
"427",166.448,159.574468085104,376.000000000005
"428",166.808,166.666666666674,359.999999999985
"429",167.26,132.743362831859,451.999999999998
"430",167.624,164.835164835163,364.000000000004
"431",167.996,161.290322580639,372.000000000014
"432",168.388,153.061224489798,391.999999999996
"433",168.768,157.894736842107,379.999999999995
"434",169.14,161.290322580651,371.999999999986
"435",169.524,156.249999999994,384.000000000015
"436",169.88,168.539325842699,355.999999999995
"437",170.248,163.043478260872,367.999999999995
"438",170.636,154.63917525773,388.000000000005
"439",171,164.835164835163,364.000000000004
"440",171.364,164.835164835163,364.000000000004
"441",171.744,157.894736842107,379.999999999995
"442",172.104,166.66666666666,360.000000000014
"443",172.464,166.666666666674,359.999999999985
"444",172.864,149.999999999998,400.000000000006
"445",173.208,174.418604651166,343.999999999994
"446",173.564,168.539325842699,355.999999999995
"447",173.948,156.249999999994,384.000000000015
"448",174.336,154.63917525773,388.000000000005
"449",174.68,174.418604651166,343.999999999994
"450",175.056,159.574468085104,376.000000000005
"451",175.4,174.418604651166,343.999999999994
"452",175.76,166.666666666674,359.999999999985
"453",176.148,154.63917525773,388.000000000005
"454",176.508,166.66666666666,360.000000000014
"455",176.86,170.454545454544,352.000000000004
"456",177.228,163.043478260872,367.999999999995
"457",177.62,153.061224489798,391.999999999996
"458",177.984,164.835164835163,364.000000000004
"459",178.384,150.000000000009,399.999999999977
"460",178.732,172.413793103442,348.000000000013
"461",179.18,133.928571428569,448.000000000008
"462",179.54,166.666666666674,359.999999999985
"463",179.884,174.418604651166,343.999999999994
"464",180.244,166.66666666666,360.000000000014
"465",180.636,153.061224489798,391.999999999996
"466",181.004,163.043478260872,367.999999999995
"467",181.396,153.061224489798,391.999999999996
"468",181.756,166.66666666666,360.000000000014
"469",182.104,172.413793103442,348.000000000013
"470",182.492,154.639175257741,387.999999999977
"471",182.88,154.63917525773,388.000000000005
"472",183.232,170.454545454544,352.000000000004
"473",183.612,157.894736842107,379.999999999995
"474",183.984,161.290322580639,372.000000000014
"475",184.336,170.454545454544,352.000000000004
"476",184.736,150.000000000009,399.999999999977
"477",185.088,170.454545454544,352.000000000004
"478",185.44,170.454545454544,352.000000000004
"479",185.82,157.894736842107,379.999999999995
"480",186.196,159.574468085104,376.000000000005
"481",186.556,166.66666666666,360.000000000014
"482",186.936,157.894736842107,379.999999999995
"483",187.316,157.894736842107,379.999999999995
"484",187.676,166.666666666674,359.999999999985
"485",188.06,156.249999999994,384.000000000015
"486",188.432,161.290322580651,371.999999999986
"487",188.792,166.66666666666,360.000000000014
"488",189.144,170.454545454544,352.000000000004
"489",189.52,159.574468085104,376.000000000005
"490",189.916,151.515151515157,395.999999999987
"491",190.288,161.290322580639,372.000000000014
"492",190.692,148.51485148515,403.999999999996
"493",191.084,153.061224489798,391.999999999996
"494",191.504,142.857142857147,419.999999999987
"495",191.88,159.574468085104,376.000000000005
"496",192.24,166.66666666666,360.000000000014
"497",192.604,164.835164835163,364.000000000004
"498",193.004,150.000000000009,399.999999999977
"499",193.368,164.835164835163,364.000000000004
"500",193.736,163.043478260872,367.999999999995
"501",194.136,149.999999999998,400.000000000006
"502",194.504,163.043478260872,367.999999999995
"503",194.88,159.574468085104,376.000000000005
"504",195.268,154.63917525773,388.000000000005
"505",195.652,156.250000000006,383.999999999986
"506",196.028,159.574468085104,376.000000000005
"507",196.4,161.290322580639,372.000000000014
"508",196.808,147.058823529416,407.999999999987
"509",197.176,163.043478260872,367.999999999995
"510",197.54,164.835164835163,364.000000000004
"511",197.928,154.63917525773,388.000000000005
"512",198.32,153.061224489798,391.999999999996
"513",198.692,161.290322580639,372.000000000014
"514",199.072,157.894736842107,379.999999999995
"515",199.46,154.63917525773,388.000000000005
"516",199.828,163.043478260872,367.999999999995
"517",200.192,164.835164835163,364.000000000004
"518",200.58,154.63917525773,388.000000000005
"519",200.972,153.061224489798,391.999999999996
"520",201.328,168.539325842699,355.999999999995
"521",201.7,161.290322580651,371.999999999986
"522",202.1,149.999999999998,400.000000000006
"523",202.476,159.574468085104,376.000000000005
"524",202.836,166.66666666666,360.000000000014
"525",203.292,131.578947368424,455.999999999989
"526",203.656,164.835164835163,364.000000000004
"527",204.016,166.666666666674,359.999999999985
"528",204.384,163.043478260872,367.999999999995
"529",204.784,149.999999999998,400.000000000006
"530",205.144,166.66666666666,360.000000000014
"531",205.532,154.63917525773,388.000000000005
"532",205.896,164.835164835176,363.999999999976
"533",206.288,153.061224489786,392.000000000024
"534",206.612,185.185185185194,323.999999999984
"535",207.008,151.515151515146,396.000000000015
"536",207.372,164.835164835163,364.000000000004
"537",207.732,166.666666666674,359.999999999985
"538",208.116,156.249999999994,384.000000000015
"539",208.504,154.639175257741,387.999999999977
"540",208.872,163.043478260859,368.000000000023
"541",209.228,168.539325842699,355.999999999995
"542",209.616,154.63917525773,388.000000000005
"543",209.98,164.835164835176,363.999999999976
"544",210.332,170.454545454544,352.000000000004
"545",210.696,164.835164835163,364.000000000004
"546",211.076,157.894736842107,379.999999999995
"547",212.156,172.413793103442,348.000000000013
"548",212.512,168.539325842699,355.999999999995
"549",212.88,163.043478260872,367.999999999995
"550",213.24,166.66666666666,360.000000000014
"551",213.604,164.835164835163,364.000000000004
"552",213.98,159.574468085116,375.999999999976
"553",214.34,166.66666666666,360.000000000014
"554",214.732,153.061224489798,391.999999999996
"555",215.112,157.894736842107,379.999999999995
"556",215.496,156.249999999994,384.000000000015
"557",215.876,157.894736842107,379.999999999995
"558",216.224,172.413793103456,347.999999999985
"559",216.604,157.894736842095,380.000000000024
"560",216.952,172.413793103456,347.999999999985
"561",217.34,154.63917525773,388.000000000005
"562",217.684,174.418604651166,343.999999999994
"563",218.04,168.539325842699,355.999999999995
"564",218.408,163.043478260872,367.999999999995
"565",218.792,156.249999999994,384.000000000015
"566",219.188,151.515151515157,395.999999999987
"567",219.536,172.413793103442,348.000000000013
"568",219.9,164.835164835163,364.000000000004
"569",220.308,147.058823529416,407.999999999987
"570",220.636,182.926829268291,328.000000000003
"571",221.012,159.574468085104,376.000000000005
"572",221.384,161.290322580651,371.999999999986
"573",221.772,154.63917525773,388.000000000005
"574",222.124,170.454545454544,352.000000000004
"575",222.484,166.66666666666,360.000000000014
"576",222.88,151.515151515157,395.999999999987
"577",223.248,163.043478260872,367.999999999995
"578",223.612,164.835164835163,364.000000000004
"579",224.004,153.061224489798,391.999999999996
"580",224.412,147.058823529406,408.000000000015
"581",224.784,161.290322580651,371.999999999986
"582",225.148,164.835164835163,364.000000000004
"583",225.528,157.894736842107,379.999999999995
"584",225.932,148.51485148515,403.999999999996
"585",226.304,161.290322580639,372.000000000014
"586",226.664,166.666666666674,359.999999999985
"587",227.024,166.66666666666,360.000000000014
"588",227.448,141.509433962262,424.000000000007
"589",227.868,142.857142857147,419.999999999987
"590",228.272,148.51485148515,403.999999999996
"591",228.612,176.470588235292,340.000000000003
"592",229.016,148.51485148515,403.999999999996
"593",229.4,156.249999999994,384.000000000015
"594",229.772,161.290322580651,371.999999999986
"595",230.152,157.894736842107,379.999999999995
"596",230.544,153.061224489786,392.000000000024
"597",230.952,147.058823529416,407.999999999987
"598",231.32,163.043478260872,367.999999999995
"599",231.7,157.894736842107,379.999999999995
"600",232.128,140.186915887851,427.999999999997
"601",232.472,174.418604651151,344.000000000023
"602",232.844,161.290322580651,371.999999999986
"603",233.212,163.043478260872,367.999999999995
"604",233.612,149.999999999998,400.000000000006
"605",233.988,159.574468085104,376.000000000005
"606",234.36,161.290322580639,372.000000000014
"607",234.728,163.043478260872,367.999999999995
"608",235.12,153.061224489798,391.999999999996
"609",235.484,164.835164835163,364.000000000004
"610",235.864,157.894736842107,379.999999999995
"611",236.256,153.061224489798,391.999999999996
"612",236.628,161.290322580651,371.999999999986
"613",236.984,168.539325842686,356.000000000023
"614",237.352,163.043478260872,367.999999999995
"615",237.744,153.061224489798,391.999999999996
"616",238.112,163.043478260872,367.999999999995
"617",238.476,164.835164835163,364.000000000004
"618",238.872,151.515151515146,396.000000000015
"619",239.236,164.835164835176,363.999999999976
"620",239.66,141.509433962262,424.000000000007
"621",240.064,148.51485148515,403.999999999996
"622",240.416,170.454545454544,352.000000000004
"623",240.792,159.574468085104,376.000000000005
"624",241.18,154.63917525773,388.000000000005
"625",241.544,164.835164835163,364.000000000004
"626",241.94,151.515151515157,395.999999999987
"627",242.3,166.66666666666,360.000000000014
"628",242.664,164.835164835176,363.999999999976
"629",243.048,156.249999999994,384.000000000015
"630",243.444,151.515151515157,395.999999999987
"631",243.796,170.454545454544,352.000000000004
"632",244.16,164.835164835163,364.000000000004
"633",244.564,148.51485148515,403.999999999996
"634",244.912,172.413793103442,348.000000000013
"635",245.296,156.250000000006,383.999999999986
"636",245.68,156.249999999994,384.000000000015
"637",246.056,159.574468085104,376.000000000005
"638",246.419,165.289256198347,363
"639",246.807,154.639175257741,387.999999999977
"640",247.176,162.60162601626,369
"641",247.568,153.061224489786,392.000000000024
"642",247.956,154.639175257741,387.999999999977
"643",248.315,167.130919220052,359.000000000009
"644",248.672,168.067226890757,356.999999999999
"645",249.064,153.061224489798,391.999999999996
"646",249.419,169.014084507034,355.000000000018
"647",249.78,166.204986149589,360.99999999999
"648",250.176,151.515151515157,395.999999999987
"649",250.512,178.571428571422,336.000000000013
"650",250.884,161.290322580651,371.999999999986
"651",251.308,141.509433962262,424.000000000007
"652",251.692,156.249999999994,384.000000000015
"653",252.092,149.999999999998,400.000000000006
"654",252.44,172.413793103456,347.999999999985
"655",252.784,174.418604651166,343.999999999994
"656",253.168,156.249999999994,384.000000000015
"657",253.56,153.061224489798,391.999999999996
"658",253.928,163.043478260872,367.999999999995
"659",254.292,164.835164835163,364.000000000004
"660",254.668,159.574468085104,376.000000000005
"661",255.052,156.250000000006,383.999999999986
"662",255.404,170.454545454544,352.000000000004
"663",255.776,161.290322580639,372.000000000014
"664",256.164,154.639175257741,387.999999999977
"665",256.528,164.83516483515,364.000000000033
"666",256.916,154.639175257741,387.999999999977
"667",257.3,156.249999999994,384.000000000015
"668",257.66,166.66666666666,360.000000000014
"669",258.036,159.574468085116,375.999999999976
"670",258.428,153.061224489798,391.999999999996
"671",258.792,164.835164835176,363.999999999976
"672",259.212,142.857142857137,420.000000000016
"673",259.544,180.722891566269,331.999999999994
"674",259.892,172.413793103442,348.000000000013
"675",260.24,172.413793103442,348.000000000013
"676",260.632,153.061224489798,391.999999999996
"677",260.984,170.454545454557,351.999999999975
"678",261.328,174.418604651166,343.999999999994
"679",261.72,153.061224489775,392.000000000053
"680",262.072,170.454545454557,351.999999999975
"681",262.456,156.249999999994,384.000000000015
"682",262.828,161.290322580664,371.999999999957
"683",263.208,157.894736842084,380.000000000052
"684",263.616,147.058823529427,407.999999999959
