"Time","niHR","RR"
57.212,174.418604651162,344.000000000001
57.564,170.454545454547,351.999999999997
57.956,153.061224489795,392.000000000003
58.324,163.043478260872,367.999999999995
58.724,150.000000000001,399.999999999999
59.088,164.835164835163,364.000000000004
59.472,156.25,384
59.868,151.515151515151,396.000000000001
60.236,163.043478260872,367.999999999995
60.628,153.061224489795,392.000000000003
61.084,131.57894736842,456.000000000003
61.472,154.639175257733,387.999999999998
61.852,157.894736842107,379.999999999995
62.256,148.514851485147,404.000000000003
62.652,151.515151515151,396.000000000001
63.04,154.639175257733,387.999999999998
63.416,159.574468085107,375.999999999998
63.792,159.574468085104,376.000000000005
64.2,147.058823529411,408.000000000001
64.632,138.888888888888,432.000000000002
64.992,166.666666666667,359.999999999999
65.364,161.290322580645,372
65.752,154.639175257736,387.999999999991
66.14,154.63917525773,388.000000000005
66.532,153.061224489798,391.999999999996
66.956,141.509433962262,424.000000000007
67.34,156.25,384
67.736,151.515151515151,396.000000000001
68.104,163.043478260872,367.999999999995
68.5,151.515151515151,396.000000000001
68.896,151.515151515151,396.000000000001
69.292,151.515151515151,396.000000000001
69.696,148.51485148515,403.999999999996
70.096,149.999999999998,400.000000000006
70.48,156.25,384
70.872,153.061224489798,391.999999999996
71.26,154.63917525773,388.000000000005
71.672,145.631067961168,411.999999999992
72.076,148.51485148515,403.999999999996
72.5,141.509433962262,424.000000000007
72.904,148.51485148515,403.999999999996
73.276,161.290322580645,372
73.66,156.25,384
74.06,149.999999999998,400.000000000006
74.452,153.061224489798,391.999999999996
74.856,148.51485148515,403.999999999996
75.216,166.666666666667,359.999999999999
75.616,149.999999999998,400.000000000006
76.012,151.515151515151,396.000000000001
76.388,159.574468085104,376.000000000005
76.816,140.186915887851,427.999999999997
77.172,168.539325842699,355.999999999995
77.532,166.666666666667,359.999999999999
77.9,163.043478260865,368.000000000009
78.284,156.25,384
78.668,156.25,384
79.064,151.515151515157,395.999999999987
79.408,174.418604651159,344.000000000008
79.772,164.835164835163,364.000000000004
80.168,151.515151515151,396.000000000001
81.256,151.515151515151,396.000000000001
81.604,172.413793103449,347.999999999999
81.996,153.061224489798,391.999999999996
82.356,166.666666666667,359.999999999999
82.704,172.413793103449,347.999999999999
83.088,156.25,384
83.468,157.894736842101,380.00000000001
83.816,172.413793103449,347.999999999999
84.228,145.631067961168,411.999999999992
84.616,154.63917525773,388.000000000005
85.008,153.061224489798,391.999999999996
85.364,168.539325842692,356.000000000009
85.728,164.835164835169,363.99999999999
86.076,172.413793103449,347.999999999999
86.44,164.835164835163,364.000000000004
86.82,157.894736842107,379.999999999995
87.168,172.413793103442,348.000000000013
87.536,163.043478260872,367.999999999995
87.912,159.574468085104,376.000000000005
88.276,164.835164835169,363.99999999999
88.648,161.290322580645,372
89.012,164.835164835163,364.000000000004
89.392,157.894736842107,379.999999999995
89.752,166.666666666667,359.999999999999
90.104,170.454545454544,352.000000000004
90.472,163.043478260872,367.999999999995
90.836,164.835164835163,364.000000000004
91.204,163.043478260872,367.999999999995
91.588,156.25,384
91.936,172.413793103442,348.000000000013
92.372,137.614678899085,435.999999999993
92.688,189.873417721517,316.000000000003
93.036,172.413793103449,347.999999999999
93.404,163.043478260872,367.999999999995
93.792,154.63917525773,388.000000000005
94.156,164.835164835163,364.000000000004
94.536,157.894736842107,379.999999999995
94.92,156.25,384
95.268,172.413793103449,347.999999999999
95.644,159.574468085104,376.000000000005
95.976,180.722891566269,331.999999999994
96.404,140.186915887851,427.999999999997
96.784,157.894736842101,380.00000000001
97.152,163.043478260872,367.999999999995
97.536,156.25,384
97.888,170.454545454544,352.000000000004
98.232,174.418604651166,343.999999999994
98.624,153.061224489798,391.999999999996
98.992,163.043478260865,368.000000000009
99.352,166.666666666667,359.999999999999
99.716,164.835164835169,363.99999999999
100.124,147.058823529411,408.000000000001
100.516,153.061224489792,392.00000000001
100.884,163.043478260872,367.999999999995
101.236,170.454545454544,352.000000000004
101.612,159.57446808511,375.999999999991
102.012,149.999999999998,400.000000000006
102.372,166.666666666667,359.999999999999
102.724,170.454545454544,352.000000000004
103.12,151.515151515151,396.000000000001
103.5,157.894736842107,379.999999999995
103.864,164.835164835163,364.000000000004
104.24,159.57446808511,375.999999999991
104.64,149.999999999998,400.000000000006
105.044,148.51485148515,403.999999999996
105.424,157.894736842101,380.00000000001
105.796,161.290322580645,372
106.176,157.894736842107,379.999999999995
106.588,145.631067961168,411.999999999992
106.972,156.25,384
107.348,159.574468085104,376.000000000005
107.748,149.999999999998,400.000000000006
108.132,156.25,384
108.588,131.578947368424,455.999999999989
108.988,149.999999999998,400.000000000006
109.368,157.894736842107,379.999999999995
109.76,153.061224489792,392.00000000001
110.168,147.058823529411,408.000000000001
110.548,157.894736842107,379.999999999995
110.912,164.835164835163,364.000000000004
111.296,156.25,384
111.704,147.058823529416,407.999999999987
112.068,164.835164835163,364.000000000004
112.464,151.515151515151,396.000000000001
112.852,154.63917525773,388.000000000005
113.216,164.835164835169,363.99999999999
113.584,163.043478260865,368.000000000009
113.968,156.25,384
114.388,142.857142857142,420.000000000002
114.716,182.926829268299,327.999999999989
115.096,157.894736842101,380.00000000001
115.472,159.57446808511,375.999999999991
115.828,168.539325842692,356.000000000009
116.204,159.57446808511,375.999999999991
116.6,151.515151515151,396.000000000001
116.939,176.991150442479,338.999999999999
117.308,162.601626016254,369.000000000014
117.7,153.061224489798,391.999999999996
118.051,170.940170940171,350.999999999999
118.435,156.25,384
118.808,160.857908847183,373.000000000005
119.159,170.940170940171,350.999999999999
119.544,155.84415584416,384.999999999991
119.976,138.888888888888,432.000000000002
120.332,168.539325842699,355.999999999995
121.46,161.290322580645,372
121.808,172.413793103442,348.000000000013
122.176,163.043478260872,367.999999999995
122.548,161.290322580645,372
122.9,170.454545454544,352.000000000004
123.268,163.043478260872,367.999999999995
123.656,154.63917525773,388.000000000005
124.016,166.666666666667,359.999999999999
124.416,150.000000000003,399.999999999991
124.8,156.25,384
125.12,187.499999999996,320.000000000007
125.512,153.061224489798,391.999999999996
125.864,170.454545454544,352.000000000004
126.212,172.413793103449,347.999999999999
126.592,157.894736842107,379.999999999995
126.968,159.574468085104,376.000000000005
127.336,163.043478260872,367.999999999995
127.728,153.061224489798,391.999999999996
128.076,172.413793103449,347.999999999999
128.436,166.66666666666,360.000000000014
128.832,151.515151515157,395.999999999987
129.184,170.454545454544,352.000000000004
129.54,168.539325842699,355.999999999995
129.936,151.515151515146,396.000000000015
130.284,172.413793103456,347.999999999985
130.676,153.061224489798,391.999999999996
131.052,159.574468085104,376.000000000005
131.44,154.63917525773,388.000000000005
131.852,145.631067961163,412.000000000006
132.212,166.666666666674,359.999999999985
132.584,161.290322580639,372.000000000014
132.988,148.51485148515,403.999999999996
133.364,159.574468085104,376.000000000005
133.752,154.63917525773,388.000000000005
134.124,161.290322580651,371.999999999986
134.48,168.539325842699,355.999999999995
134.86,157.894736842095,380.000000000024
135.26,150.000000000009,399.999999999977
135.624,164.835164835163,364.000000000004
135.988,164.835164835163,364.000000000004
136.396,147.058823529416,407.999999999987
136.752,168.539325842686,356.000000000023
137.1,172.413793103456,347.999999999985
137.476,159.574468085104,376.000000000005
137.868,153.061224489798,391.999999999996
138.236,163.043478260872,367.999999999995
138.584,172.413793103442,348.000000000013
138.984,149.999999999998,400.000000000006
139.344,166.666666666674,359.999999999985
139.7,168.539325842699,355.999999999995
140.1,149.999999999998,400.000000000006
140.472,161.290322580639,372.000000000014
140.84,163.043478260872,367.999999999995
141.188,172.413793103456,347.999999999985
141.58,153.061224489786,392.000000000024
141.976,151.515151515157,395.999999999987
142.356,157.894736842107,379.999999999995
142.776,142.857142857137,420.000000000016
143.168,153.061224489798,391.999999999996
143.544,159.574468085104,376.000000000005
143.892,172.413793103456,347.999999999985
144.272,157.894736842107,379.999999999995
144.652,157.894736842107,379.999999999995
145.012,166.66666666666,360.000000000014
145.396,156.250000000006,383.999999999986
145.744,172.413793103442,348.000000000013
146.1,168.539325842699,355.999999999995
146.528,140.186915887851,427.999999999997
147.944,166.666666666674,359.999999999985
148.324,157.894736842095,380.000000000024
148.708,156.250000000006,383.999999999986
149.044,178.571428571422,336.000000000013
149.404,166.666666666674,359.999999999985
149.792,154.63917525773,388.000000000005
150.148,168.539325842699,355.999999999995
150.496,172.413793103442,348.000000000013
150.884,154.639175257741,387.999999999977
151.24,168.539325842686,356.000000000023
151.632,153.061224489798,391.999999999996
151.984,170.454545454544,352.000000000004
152.336,170.454545454544,352.000000000004
152.708,161.290322580651,371.999999999986
153.08,161.290322580639,372.000000000014
153.432,170.454545454557,351.999999999975
153.8,163.043478260859,368.000000000023
154.176,159.574468085116,375.999999999976
154.544,163.043478260859,368.000000000023
154.968,141.509433962271,423.999999999978
155.36,153.061224489786,392.000000000024
155.736,159.574468085116,375.999999999976
156.12,156.249999999994,384.000000000015
156.48,166.666666666674,359.999999999985
156.868,154.63917525773,388.000000000005
157.244,159.574468085104,376.000000000005
157.616,161.290322580639,372.000000000014
158.004,154.639175257741,387.999999999977
158.38,159.574468085104,376.000000000005
158.752,161.290322580639,372.000000000014
159.128,159.574468085116,375.999999999976
159.52,153.061224489786,392.000000000024
159.892,161.290322580651,371.999999999986
160.268,159.574468085104,376.000000000005
160.64,161.290322580651,371.999999999986
161.052,145.631067961163,412.000000000006
161.42,163.043478260872,367.999999999995
161.8,157.894736842095,380.000000000024
162.2,150.000000000009,399.999999999977
162.612,145.631067961163,412.000000000006
162.984,161.290322580639,372.000000000014
163.368,156.250000000006,383.999999999986
163.768,149.999999999998,400.000000000006
164.156,154.63917525773,388.000000000005
164.512,168.539325842699,355.999999999995
164.876,164.835164835163,364.000000000004
165.272,151.515151515157,395.999999999987
165.664,153.061224489798,391.999999999996
166.072,147.058823529406,408.000000000015
166.448,159.574468085104,376.000000000005
166.808,166.666666666674,359.999999999985
167.26,132.743362831859,451.999999999998
167.624,164.835164835163,364.000000000004
167.996,161.290322580639,372.000000000014
168.388,153.061224489798,391.999999999996
168.768,157.894736842107,379.999999999995
169.14,161.290322580651,371.999999999986
169.524,156.249999999994,384.000000000015
169.88,168.539325842699,355.999999999995
170.248,163.043478260872,367.999999999995
170.636,154.63917525773,388.000000000005
171,164.835164835163,364.000000000004
171.364,164.835164835163,364.000000000004
171.744,157.894736842107,379.999999999995
172.104,166.66666666666,360.000000000014
172.464,166.666666666674,359.999999999985
172.864,149.999999999998,400.000000000006
173.208,174.418604651166,343.999999999994
173.564,168.539325842699,355.999999999995
173.948,156.249999999994,384.000000000015
174.336,154.63917525773,388.000000000005
174.68,174.418604651166,343.999999999994
175.056,159.574468085104,376.000000000005
175.4,174.418604651166,343.999999999994
175.76,166.666666666674,359.999999999985
176.148,154.63917525773,388.000000000005
176.508,166.66666666666,360.000000000014
176.86,170.454545454544,352.000000000004
177.228,163.043478260872,367.999999999995
177.62,153.061224489798,391.999999999996
177.984,164.835164835163,364.000000000004
178.384,150.000000000009,399.999999999977
178.732,172.413793103442,348.000000000013
179.18,133.928571428569,448.000000000008
179.54,166.666666666674,359.999999999985
179.884,174.418604651166,343.999999999994
180.244,166.66666666666,360.000000000014
180.636,153.061224489798,391.999999999996
181.004,163.043478260872,367.999999999995
181.396,153.061224489798,391.999999999996
181.756,166.66666666666,360.000000000014
182.104,172.413793103442,348.000000000013
182.492,154.639175257741,387.999999999977
182.88,154.63917525773,388.000000000005
183.232,170.454545454544,352.000000000004
183.612,157.894736842107,379.999999999995
183.984,161.290322580639,372.000000000014
184.336,170.454545454544,352.000000000004
184.736,150.000000000009,399.999999999977
185.088,170.454545454544,352.000000000004
185.44,170.454545454544,352.000000000004
185.82,157.894736842107,379.999999999995
186.196,159.574468085104,376.000000000005
186.556,166.66666666666,360.000000000014
186.936,157.894736842107,379.999999999995
187.316,157.894736842107,379.999999999995
187.676,166.666666666674,359.999999999985
188.06,156.249999999994,384.000000000015
188.432,161.290322580651,371.999999999986
188.792,166.66666666666,360.000000000014
189.144,170.454545454544,352.000000000004
189.52,159.574468085104,376.000000000005
189.916,151.515151515157,395.999999999987
190.288,161.290322580639,372.000000000014
190.692,148.51485148515,403.999999999996
191.084,153.061224489798,391.999999999996
191.504,142.857142857147,419.999999999987
191.88,159.574468085104,376.000000000005
192.24,166.66666666666,360.000000000014
192.604,164.835164835163,364.000000000004
193.004,150.000000000009,399.999999999977
193.368,164.835164835163,364.000000000004
193.736,163.043478260872,367.999999999995
194.136,149.999999999998,400.000000000006
194.504,163.043478260872,367.999999999995
194.88,159.574468085104,376.000000000005
195.268,154.63917525773,388.000000000005
195.652,156.250000000006,383.999999999986
196.028,159.574468085104,376.000000000005
196.4,161.290322580639,372.000000000014
196.808,147.058823529416,407.999999999987
197.176,163.043478260872,367.999999999995
197.54,164.835164835163,364.000000000004
197.928,154.63917525773,388.000000000005
198.32,153.061224489798,391.999999999996
198.692,161.290322580639,372.000000000014
199.072,157.894736842107,379.999999999995
199.46,154.63917525773,388.000000000005
199.828,163.043478260872,367.999999999995
200.192,164.835164835163,364.000000000004
200.58,154.63917525773,388.000000000005
200.972,153.061224489798,391.999999999996
201.328,168.539325842699,355.999999999995
201.7,161.290322580651,371.999999999986
202.1,149.999999999998,400.000000000006
202.476,159.574468085104,376.000000000005
202.836,166.66666666666,360.000000000014
203.292,131.578947368424,455.999999999989
203.656,164.835164835163,364.000000000004
204.016,166.666666666674,359.999999999985
204.384,163.043478260872,367.999999999995
204.784,149.999999999998,400.000000000006
205.144,166.66666666666,360.000000000014
205.532,154.63917525773,388.000000000005
205.896,164.835164835176,363.999999999976
206.288,153.061224489786,392.000000000024
206.612,185.185185185194,323.999999999984
207.008,151.515151515146,396.000000000015
207.372,164.835164835163,364.000000000004
207.732,166.666666666674,359.999999999985
208.116,156.249999999994,384.000000000015
208.504,154.639175257741,387.999999999977
208.872,163.043478260859,368.000000000023
209.228,168.539325842699,355.999999999995
209.616,154.63917525773,388.000000000005
209.98,164.835164835176,363.999999999976
210.332,170.454545454544,352.000000000004
210.696,164.835164835163,364.000000000004
211.076,157.894736842107,379.999999999995
212.156,172.413793103442,348.000000000013
212.512,168.539325842699,355.999999999995
212.88,163.043478260872,367.999999999995
213.24,166.66666666666,360.000000000014
213.604,164.835164835163,364.000000000004
213.98,159.574468085116,375.999999999976
214.34,166.66666666666,360.000000000014
214.732,153.061224489798,391.999999999996
215.112,157.894736842107,379.999999999995
215.496,156.249999999994,384.000000000015
215.876,157.894736842107,379.999999999995
216.224,172.413793103456,347.999999999985
216.604,157.894736842095,380.000000000024
216.952,172.413793103456,347.999999999985
217.34,154.63917525773,388.000000000005
217.684,174.418604651166,343.999999999994
218.04,168.539325842699,355.999999999995
218.408,163.043478260872,367.999999999995
218.792,156.249999999994,384.000000000015
219.188,151.515151515157,395.999999999987
219.536,172.413793103442,348.000000000013
219.9,164.835164835163,364.000000000004
220.308,147.058823529416,407.999999999987
220.636,182.926829268291,328.000000000003
221.012,159.574468085104,376.000000000005
221.384,161.290322580651,371.999999999986
221.772,154.63917525773,388.000000000005
222.124,170.454545454544,352.000000000004
222.484,166.66666666666,360.000000000014
222.88,151.515151515157,395.999999999987
223.248,163.043478260872,367.999999999995
223.612,164.835164835163,364.000000000004
224.004,153.061224489798,391.999999999996
224.412,147.058823529406,408.000000000015
224.784,161.290322580651,371.999999999986
225.148,164.835164835163,364.000000000004
225.528,157.894736842107,379.999999999995
225.932,148.51485148515,403.999999999996
226.304,161.290322580639,372.000000000014
226.664,166.666666666674,359.999999999985
227.024,166.66666666666,360.000000000014
227.448,141.509433962262,424.000000000007
227.868,142.857142857147,419.999999999987
228.272,148.51485148515,403.999999999996
228.612,176.470588235292,340.000000000003
229.016,148.51485148515,403.999999999996
229.4,156.249999999994,384.000000000015
229.772,161.290322580651,371.999999999986
230.152,157.894736842107,379.999999999995
230.544,153.061224489786,392.000000000024
230.952,147.058823529416,407.999999999987
231.32,163.043478260872,367.999999999995
231.7,157.894736842107,379.999999999995
232.128,140.186915887851,427.999999999997
232.472,174.418604651151,344.000000000023
232.844,161.290322580651,371.999999999986
233.212,163.043478260872,367.999999999995
233.612,149.999999999998,400.000000000006
233.988,159.574468085104,376.000000000005
234.36,161.290322580639,372.000000000014
234.728,163.043478260872,367.999999999995
235.12,153.061224489798,391.999999999996
235.484,164.835164835163,364.000000000004
235.864,157.894736842107,379.999999999995
236.256,153.061224489798,391.999999999996
236.628,161.290322580651,371.999999999986
236.984,168.539325842686,356.000000000023
237.352,163.043478260872,367.999999999995
237.744,153.061224489798,391.999999999996
238.112,163.043478260872,367.999999999995
238.476,164.835164835163,364.000000000004
238.872,151.515151515146,396.000000000015
239.236,164.835164835176,363.999999999976
239.66,141.509433962262,424.000000000007
240.064,148.51485148515,403.999999999996
240.416,170.454545454544,352.000000000004
240.792,159.574468085104,376.000000000005
241.18,154.63917525773,388.000000000005
241.544,164.835164835163,364.000000000004
241.94,151.515151515157,395.999999999987
242.3,166.66666666666,360.000000000014
242.664,164.835164835176,363.999999999976
243.048,156.249999999994,384.000000000015
243.444,151.515151515157,395.999999999987
243.796,170.454545454544,352.000000000004
244.16,164.835164835163,364.000000000004
244.564,148.51485148515,403.999999999996
244.912,172.413793103442,348.000000000013
245.296,156.250000000006,383.999999999986
245.68,156.249999999994,384.000000000015
246.056,159.574468085104,376.000000000005
246.419,165.289256198347,363
246.807,154.639175257741,387.999999999977
247.176,162.60162601626,369
247.568,153.061224489786,392.000000000024
247.956,154.639175257741,387.999999999977
248.315,167.130919220052,359.000000000009
248.672,168.067226890757,356.999999999999
249.064,153.061224489798,391.999999999996
249.419,169.014084507034,355.000000000018
249.78,166.204986149589,360.99999999999
250.176,151.515151515157,395.999999999987
250.512,178.571428571422,336.000000000013
250.884,161.290322580651,371.999999999986
251.308,141.509433962262,424.000000000007
251.692,156.249999999994,384.000000000015
252.092,149.999999999998,400.000000000006
252.44,172.413793103456,347.999999999985
252.784,174.418604651166,343.999999999994
253.168,156.249999999994,384.000000000015
253.56,153.061224489798,391.999999999996
253.928,163.043478260872,367.999999999995
254.292,164.835164835163,364.000000000004
254.668,159.574468085104,376.000000000005
255.052,156.250000000006,383.999999999986
255.404,170.454545454544,352.000000000004
255.776,161.290322580639,372.000000000014
256.164,154.639175257741,387.999999999977
256.528,164.83516483515,364.000000000033
256.916,154.639175257741,387.999999999977
257.3,156.249999999994,384.000000000015
257.66,166.66666666666,360.000000000014
258.036,159.574468085116,375.999999999976
258.428,153.061224489798,391.999999999996
258.792,164.835164835176,363.999999999976
259.212,142.857142857137,420.000000000016
259.544,180.722891566269,331.999999999994
259.892,172.413793103442,348.000000000013
260.24,172.413793103442,348.000000000013
260.632,153.061224489798,391.999999999996
260.984,170.454545454557,351.999999999975
261.328,174.418604651166,343.999999999994
261.72,153.061224489775,392.000000000053
262.072,170.454545454557,351.999999999975
262.456,156.249999999994,384.000000000015
262.828,161.290322580664,371.999999999957
263.208,157.894736842084,380.000000000052
263.616,147.058823529427,407.999999999959
263.976,166.66666666666,360.000000000014
264.36,156.249999999994,384.000000000015
264.728,163.043478260872,367.999999999995
265.1,161.290322580639,372.000000000014
265.472,161.290322580664,371.999999999957
265.836,164.83516483515,364.000000000033
266.2,164.835164835176,363.999999999976
266.58,157.894736842107,379.999999999995
266.94,166.66666666666,360.000000000014
267.308,163.043478260872,367.999999999995
267.732,141.509433962252,424.000000000035
268.044,192.30769230772,311.999999999955
268.428,156.249999999994,384.000000000015
268.78,170.454545454557,351.999999999975
269.128,172.413793103442,348.000000000013
269.512,156.249999999994,384.000000000015
269.892,157.894736842107,379.999999999995
270.224,180.722891566269,331.999999999994
270.588,164.83516483515,364.000000000033
270.972,156.250000000017,383.999999999958
271.336,164.83516483515,364.000000000033
271.716,157.894736842107,379.999999999995
272.068,170.454545454557,351.999999999975
272.432,164.83516483515,364.000000000033
272.824,153.061224489798,391.999999999996
273.18,168.539325842699,355.999999999995
273.536,168.539325842699,355.999999999995
273.936,150.000000000009,399.999999999977
274.316,157.894736842107,379.999999999995
274.704,154.639175257719,388.000000000034
275.064,166.66666666666,360.000000000014
275.492,140.186915887851,427.999999999997
275.892,150.000000000009,399.999999999977
276.276,156.249999999994,384.000000000015
276.644,163.043478260872,367.999999999995
277.04,151.515151515146,396.000000000015
277.412,161.290322580664,371.999999999957
277.8,154.639175257719,388.000000000034
278.176,159.574468085116,375.999999999976
278.56,156.249999999994,384.000000000015
278.968,147.058823529406,408.000000000015
279.368,150.000000000009,399.999999999977
279.76,153.061224489798,391.999999999996
280.144,156.249999999994,384.000000000015
280.576,138.888888888884,432.000000000016
280.952,159.574468085116,375.999999999976
281.34,154.639175257741,387.999999999977
281.72,157.894736842084,380.000000000052
282.1,157.894736842107,379.999999999995
282.48,157.894736842107,379.999999999995
282.868,154.639175257741,387.999999999977
283.284,144.23076923077,415.999999999997
283.656,161.290322580639,372.000000000014
284.024,163.043478260872,367.999999999995
284.404,157.894736842107,379.999999999995
284.796,153.061224489798,391.999999999996
285.188,153.061224489798,391.999999999996
285.596,147.058823529406,408.000000000015
285.976,157.894736842107,379.999999999995
286.356,157.894736842107,379.999999999995
286.756,150.000000000009,399.999999999977
287.156,149.999999999987,400.000000000034
287.608,132.743362831859,451.999999999998
287.992,156.249999999994,384.000000000015
288.388,151.515151515168,395.999999999958
288.78,153.061224489798,391.999999999996
289.188,147.058823529406,408.000000000015
289.56,161.290322580639,372.000000000014
289.94,157.894736842107,379.999999999995
290.324,156.249999999994,384.000000000015
290.728,148.51485148515,403.999999999996
291.136,147.058823529406,408.000000000015
291.504,163.043478260872,367.999999999995
291.876,161.290322580664,371.999999999957
292.276,149.999999999987,400.000000000034
292.676,150.000000000009,399.999999999977
293.044,163.043478260872,367.999999999995
293.416,161.290322580639,372.000000000014
293.796,157.894736842107,379.999999999995
294.192,151.515151515146,396.000000000015
294.6,147.058823529406,408.000000000015
295.012,145.631067961173,411.999999999978
295.412,150.000000000009,399.999999999977
295.808,151.515151515146,396.000000000015
296.184,159.574468085092,376.000000000033
296.548,164.835164835176,363.999999999976
296.924,159.574468085116,375.999999999976
297.316,153.061224489798,391.999999999996
297.704,154.639175257719,388.000000000034
298.108,148.51485148515,403.999999999996
298.44,180.722891566269,331.999999999994
298.808,163.043478260872,367.999999999995
299.2,153.061224489798,391.999999999996
299.636,137.614678899071,436.000000000035
300.036,150.000000000009,399.999999999977
300.448,145.631067961173,411.999999999978
301.132,157.894736842107,379.999999999995
301.5,163.043478260872,367.999999999995
301.88,157.894736842107,379.999999999995
302.252,161.290322580639,372.000000000014
302.644,153.061224489798,391.999999999996
303.332,159.574468085116,375.999999999976
303.692,166.66666666666,360.000000000014
304.068,159.574468085116,375.999999999976
304.424,168.539325842699,355.999999999995
304.788,164.83516483515,364.000000000033
305.164,159.574468085116,375.999999999976
305.512,172.413793103442,348.000000000013
305.936,141.509433962271,423.999999999978
306.6,157.894736842107,379.999999999995
306.976,159.574468085116,375.999999999976
307.328,170.454545454557,351.999999999975
307.684,168.539325842672,356.000000000051
308.072,154.639175257741,387.999999999977
